"Plot Title: OrchardWatch-South"
"#","Date Time, GMT-04:00","Temperature, °F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North air)","Temperature, *F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North E-air)","Wetness, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North E-leaf)","Temperature, *F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North M-air)","Wetness, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North M-leaf)","Wetness, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North OW-N leaf)","Temperature, *F (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North X-air)","Wetness, % (LGR S/N: 20777720, SEN S/N: 20777720, LBL: OrchardWatch-North X-leaf)","Wetness, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South)","Wetness, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A11)","Temperature, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A11)","Temperature, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A16)","Wetness, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South A16)","Temperature, °F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South air @ 6 feet)","Wetness, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South B3b)","Temperature, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South G)","Wetness, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South G)","Temperature, *F (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South Y)","Wetness, % (LGR S/N: 20699245, SEN S/N: 20699245, LBL: OrchardWatch-South Y)"
15,05/23/22 02:50:00 AM,61.420,61.110000,75.300000,60.950000,61.200000,100.000000,60.990000,100.000000,64.100000,100.000000,60.800000,61.420000,24.100000,61.800,100.000000,61.570000,62.400000,61.070000,74.700000
16,05/23/22 02:55:00 AM,61.330,61.030000,64.700000,60.720000,56.500000,100.000000,60.910000,100.000000,50.600000,100.000000,60.640000,61.450000,25.900000,61.630,100.000000,61.450000,50.000000,60.950000,57.600000
17,05/23/22 03:00:00 AM,61.250,60.910000,59.400000,60.490000,48.800000,75.900000,60.800000,100.000000,50.000000,100.000000,60.570000,61.340000,23.500000,61.460,100.000000,61.300000,52.400000,61.030000,55.900000
18,05/23/22 03:05:00 AM,61.030,60.880000,53.500000,60.410000,40.000000,66.500000,60.490000,100.000000,43.500000,100.000000,60.410000,61.220000,21.200000,61.380,100.000000,61.150000,41.200000,60.910000,60.000000
19,05/23/22 03:10:00 AM,60.900,60.760000,50.600000,60.300000,36.500000,62.900000,60.450000,100.000000,40.000000,100.000000,60.340000,61.150000,19.400000,61.330,95.900000,61.030000,40.600000,60.760000,54.100000
20,05/23/22 03:15:00 AM,60.820,60.640000,47.600000,60.260000,43.500000,59.400000,60.300000,100.000000,35.900000,100.000000,60.260000,61.110000,20.000000,61.200,94.100000,60.950000,48.800000,60.640000,46.500000
21,05/23/22 03:20:00 AM,60.780,60.680000,54.100000,60.300000,51.800000,67.100000,60.140000,100.000000,40.600000,100.000000,60.180000,61.070000,21.200000,61.160,94.700000,60.760000,50.600000,60.680000,47.100000
22,05/23/22 03:25:00 AM,60.690,60.680000,57.600000,60.300000,54.100000,61.200000,60.140000,100.000000,44.700000,100.000000,60.180000,60.950000,23.500000,61.080,97.100000,60.720000,48.800000,60.760000,50.600000
23,05/23/22 03:30:00 AM,60.390,60.340000,45.900000,59.950000,48.800000,47.100000,60.260000,100.000000,38.200000,89.400000,60.140000,60.800000,20.000000,61.030,84.100000,60.370000,43.500000,60.720000,44.100000
24,05/23/22 03:35:00 AM,60.000,60.180000,43.500000,59.410000,28.800000,41.200000,60.060000,100.000000,34.100000,86.500000,60.100000,60.610000,18.800000,60.730,77.100000,60.100000,40.600000,60.570000,42.900000
25,05/23/22 03:40:00 AM,59.740,59.830000,37.600000,59.140000,44.700000,32.900000,59.680000,100.000000,30.600000,73.500000,59.790000,60.260000,17.600000,60.430,56.500000,59.790000,32.900000,60.340000,38.800000
26,05/23/22 03:45:00 AM,59.490,59.450000,35.900000,58.910000,41.800000,33.500000,59.450000,100.000000,25.300000,74.700000,59.450000,59.950000,16.500000,60.050,42.900000,59.450000,33.500000,59.910000,37.100000
27,05/23/22 03:50:00 AM,59.190,59.290000,28.800000,58.400000,31.800000,29.400000,58.980000,100.000000,22.900000,61.200000,59.140000,59.680000,15.300000,59.870,30.000000,59.180000,30.000000,59.680000,27.600000
28,05/23/22 03:55:00 AM,59.140,59.100000,30.000000,58.520000,38.200000,27.600000,58.750000,100.000000,23.500000,47.100000,58.910000,59.490000,15.300000,59.620,27.100000,59.020000,28.200000,59.450000,25.300000
29,05/23/22 04:00:00 AM,58.930,58.910000,28.200000,58.290000,38.200000,25.300000,58.600000,59.400000,21.800000,47.600000,58.790000,59.330000,15.300000,59.490,27.600000,58.910000,25.900000,59.370000,25.900000
30,05/23/22 04:05:00 AM,58.710,58.790000,28.200000,58.130000,50.000000,25.300000,58.440000,74.700000,23.500000,51.200000,58.710000,59.140000,15.300000,59.360,25.300000,58.710000,28.200000,59.140000,25.900000
31,05/23/22 04:10:00 AM,58.500,58.600000,29.400000,57.830000,38.800000,23.500000,58.210000,60.600000,20.600000,41.800000,58.440000,58.980000,13.500000,59.270,23.500000,58.520000,27.100000,58.950000,23.500000
32,05/23/22 04:15:00 AM,58.450,58.480000,24.700000,57.790000,42.400000,20.000000,58.170000,47.100000,18.800000,35.900000,58.560000,58.910000,13.500000,59.100,21.200000,58.440000,24.700000,58.830000,22.900000
33,05/23/22 04:20:00 AM,58.410,58.400000,23.500000,57.560000,41.200000,18.200000,58.060000,35.900000,18.200000,31.800000,58.440000,58.750000,12.900000,58.930,20.600000,58.440000,22.900000,58.640000,21.800000
34,05/23/22 04:25:00 AM,58.200,58.210000,22.400000,57.170000,26.500000,17.600000,57.830000,35.300000,17.600000,31.800000,58.370000,58.600000,12.400000,58.800,20.000000,58.170000,21.800000,58.480000,21.800000
35,05/23/22 04:30:00 AM,58.110,58.130000,21.200000,57.210000,27.100000,17.600000,57.750000,38.800000,17.100000,32.900000,58.130000,58.440000,11.800000,58.670,20.600000,58.060000,21.200000,58.370000,21.200000
36,05/23/22 04:35:00 AM,57.940,57.940000,21.800000,57.210000,34.100000,17.600000,57.590000,55.900000,16.500000,35.900000,57.980000,58.290000,11.200000,58.580,20.000000,57.900000,21.800000,58.210000,20.000000
37,05/23/22 04:40:00 AM,57.850,57.900000,21.800000,57.050000,32.400000,17.600000,57.360000,48.800000,16.500000,35.300000,57.900000,58.250000,11.800000,58.500,19.400000,57.900000,21.800000,58.130000,20.000000
38,05/23/22 04:45:00 AM,57.810,58.020000,21.200000,57.090000,35.900000,16.500000,57.440000,41.800000,15.900000,35.300000,57.860000,58.290000,11.800000,58.540,18.800000,57.710000,22.400000,58.100000,20.600000
39,05/23/22 04:50:00 AM,57.850,57.940000,20.000000,57.010000,28.800000,16.500000,57.320000,39.400000,15.300000,30.600000,57.750000,58.290000,11.200000,58.450,18.800000,57.830000,21.200000,58.020000,20.000000
40,05/23/22 04:55:00 AM,57.720,57.750000,20.000000,56.860000,21.200000,15.900000,57.250000,37.100000,14.700000,28.200000,57.710000,58.170000,11.200000,58.370,17.600000,57.750000,21.200000,57.900000,20.000000
41,05/23/22 05:00:00 AM,57.720,57.750000,20.000000,56.780000,30.600000,15.300000,57.090000,37.600000,15.300000,29.400000,57.630000,58.020000,11.200000,58.280,18.200000,57.750000,20.000000,57.860000,20.000000
42,05/23/22 05:05:00 AM,57.550,57.630000,20.000000,56.780000,24.100000,15.300000,57.010000,53.500000,15.300000,44.100000,57.590000,58.020000,11.200000,58.200,18.800000,57.590000,19.400000,57.900000,21.200000
43,05/23/22 05:10:00 AM,57.590,57.560000,20.600000,56.710000,25.300000,14.100000,56.980000,45.300000,14.700000,37.100000,57.360000,57.860000,10.600000,58.110,17.100000,57.560000,20.000000,57.710000,22.900000
44,05/23/22 05:15:00 AM,57.630,57.440000,20.000000,56.590000,21.200000,13.500000,56.900000,41.200000,14.700000,44.100000,57.210000,57.790000,10.600000,58.020,17.600000,57.560000,18.200000,57.560000,19.400000
45,05/23/22 05:20:00 AM,57.510,57.440000,18.800000,56.470000,21.200000,14.100000,56.590000,31.200000,14.100000,44.100000,56.980000,57.860000,10.000000,58.020,17.100000,57.520000,18.200000,57.630000,17.600000
46,05/23/22 05:25:00 AM,57.420,57.280000,18.800000,56.400000,18.800000,13.500000,56.550000,42.900000,14.100000,33.500000,57.010000,57.670000,10.000000,57.940,16.500000,57.360000,17.600000,57.670000,17.100000
47,05/23/22 05:30:00 AM,57.330,57.280000,18.800000,56.590000,20.000000,12.400000,56.440000,39.400000,13.500000,35.300000,56.780000,57.590000,10.000000,57.810,16.500000,57.320000,16.500000,57.520000,17.600000
48,05/23/22 05:35:00 AM,57.420,57.210000,18.800000,56.440000,16.500000,12.400000,56.470000,38.200000,12.900000,27.600000,56.860000,57.630000,10.000000,57.760,15.900000,57.250000,16.500000,57.360000,15.900000
49,05/23/22 05:40:00 AM,57.070,57.170000,18.200000,56.400000,18.800000,12.400000,56.400000,35.900000,13.500000,25.300000,56.780000,57.480000,10.000000,57.630,15.900000,57.090000,16.500000,57.360000,15.900000
50,05/23/22 05:45:00 AM,56.940,57.010000,18.800000,56.090000,17.600000,12.900000,56.280000,33.500000,12.900000,28.200000,56.780000,57.320000,10.000000,57.460,15.300000,56.900000,17.100000,57.250000,15.900000
51,05/23/22 05:50:00 AM,56.730,56.860000,17.600000,55.930000,19.400000,11.800000,56.010000,32.900000,12.400000,31.200000,56.670000,57.170000,10.000000,57.380,15.300000,56.710000,16.500000,57.090000,16.500000
52,05/23/22 05:55:00 AM,56.770,56.670000,17.100000,55.820000,18.800000,11.200000,56.170000,29.400000,12.400000,22.900000,56.550000,57.090000,8.800000,57.200,14.100000,56.780000,15.900000,57.050000,14.100000
53,05/23/22 06:00:00 AM,56.560,56.590000,15.900000,55.820000,19.400000,11.200000,55.970000,25.300000,11.800000,20.000000,56.550000,57.010000,8.800000,57.120,14.100000,56.550000,15.300000,57.050000,13.500000
54,05/23/22 06:05:00 AM,56.430,56.470000,15.300000,55.470000,15.900000,10.000000,55.700000,33.500000,10.600000,24.100000,56.400000,56.940000,8.200000,57.030,13.500000,56.510000,15.300000,56.900000,13.500000
55,05/23/22 06:10:00 AM,56.340,56.170000,14.700000,55.430000,14.100000,10.000000,55.590000,20.000000,10.600000,24.700000,56.050000,56.710000,7.600000,56.810,13.500000,56.240000,13.500000,56.590000,13.500000
56,05/23/22 06:15:00 AM,56.170,56.130000,14.100000,55.080000,12.400000,9.400000,55.350000,21.800000,9.400000,21.800000,55.860000,56.510000,7.600000,56.680,12.900000,56.170000,12.400000,56.440000,12.900000
57,05/23/22 06:20:00 AM,55.990,56.130000,13.500000,55.080000,11.800000,8.200000,55.240000,17.100000,9.400000,18.200000,55.890000,56.470000,7.100000,56.600,12.400000,56.010000,12.400000,56.400000,11.800000
58,05/23/22 06:25:00 AM,55.860,56.010000,12.400000,55.160000,10.600000,8.200000,55.430000,12.900000,8.800000,17.600000,55.820000,56.470000,6.500000,56.470,12.400000,55.780000,11.800000,56.280000,11.200000
59,05/23/22 06:30:00 AM,55.860,55.930000,11.200000,55.010000,10.600000,7.600000,55.240000,15.300000,8.200000,16.500000,55.620000,56.240000,5.900000,56.470,11.800000,55.740000,11.200000,56.360000,10.600000
60,05/23/22 06:35:00 AM,55.910,55.890000,10.600000,54.850000,10.000000,7.100000,55.160000,12.400000,7.600000,14.100000,55.590000,56.280000,5.900000,56.470,11.200000,55.700000,10.600000,56.400000,8.800000
61,05/23/22 06:40:00 AM,55.730,55.820000,10.600000,54.810000,10.600000,6.500000,55.240000,11.200000,7.100000,12.900000,55.660000,56.170000,5.900000,56.380,10.600000,55.620000,10.000000,56.360000,8.800000
62,05/23/22 06:45:00 AM,55.730,55.700000,10.000000,54.780000,8.800000,5.900000,55.080000,10.000000,6.500000,12.400000,55.780000,56.280000,5.300000,56.430,10.000000,55.430000,9.400000,56.320000,8.800000
63,05/23/22 06:50:00 AM,55.560,55.620000,10.000000,54.740000,8.800000,5.900000,55.200000,8.800000,6.500000,11.200000,55.660000,55.970000,5.300000,56.080,9.400000,55.510000,9.400000,56.090000,8.200000
64,05/23/22 06:55:00 AM,55.470,55.700000,9.400000,54.660000,8.800000,5.900000,55.240000,8.200000,5.900000,10.000000,55.970000,56.010000,4.700000,56.250,9.400000,55.350000,8.800000,56.050000,7.600000
65,05/23/22 07:00:00 AM,55.340,55.620000,9.400000,54.580000,7.600000,5.300000,55.240000,9.400000,5.900000,9.400000,55.930000,55.820000,4.700000,56.080,9.400000,55.160000,8.800000,56.010000,7.600000
66,05/23/22 07:05:00 AM,55.600,55.700000,8.800000,54.620000,7.600000,4.700000,55.590000,7.100000,5.300000,8.800000,56.400000,55.890000,4.700000,56.250,9.400000,55.120000,8.200000,56.280000,7.600000
67,05/23/22 07:10:00 AM,55.990,56.130000,8.200000,54.580000,6.500000,4.700000,56.090000,6.500000,4.700000,7.600000,56.780000,56.510000,4.100000,56.990,8.800000,55.470000,8.200000,56.900000,7.600000
68,05/23/22 07:15:00 AM,55.780,55.890000,8.200000,54.660000,5.900000,4.100000,55.660000,6.500000,4.700000,7.600000,56.090000,56.360000,4.100000,56.430,8.800000,55.510000,7.600000,56.360000,7.100000
69,05/23/22 07:20:00 AM,55.600,55.740000,7.600000,54.660000,6.500000,4.100000,55.590000,5.900000,4.700000,7.100000,56.010000,55.930000,3.500000,56.210,8.800000,55.280000,7.100000,56.200000,6.500000
70,05/23/22 07:25:00 AM,55.430,55.590000,7.600000,54.620000,5.900000,4.100000,55.780000,5.300000,4.700000,7.100000,56.090000,55.860000,3.500000,56.170,8.800000,55.120000,7.600000,56.170000,6.500000
71,05/23/22 07:30:00 AM,55.260,55.390000,7.600000,54.430000,5.300000,4.100000,55.080000,5.900000,4.700000,7.100000,55.660000,55.510000,3.500000,55.690,8.800000,54.970000,7.600000,55.660000,6.500000
72,05/23/22 07:35:00 AM,55.650,55.350000,7.600000,54.310000,5.300000,4.100000,55.390000,5.900000,4.700000,7.100000,56.320000,55.660000,3.500000,55.990,8.200000,54.890000,7.100000,56.010000,6.500000
73,05/23/22 07:40:00 AM,55.650,55.780000,7.600000,54.270000,5.900000,4.100000,56.050000,5.900000,4.700000,7.100000,56.510000,56.090000,3.500000,56.430,8.200000,54.930000,7.100000,56.320000,6.500000
74,05/23/22 07:45:00 AM,56.250,55.970000,7.600000,54.430000,5.900000,4.100000,56.400000,4.700000,4.700000,7.100000,56.670000,56.170000,3.500000,56.470,7.600000,55.320000,7.100000,56.670000,6.500000
75,05/23/22 07:50:00 AM,55.730,55.740000,7.600000,54.390000,5.900000,4.100000,56.130000,5.300000,4.100000,7.100000,57.050000,56.050000,3.500000,56.250,8.200000,55.080000,7.100000,56.550000,5.900000
76,05/23/22 07:55:00 AM,55.690,55.660000,7.600000,54.310000,5.900000,3.500000,56.400000,4.700000,4.100000,6.500000,57.090000,55.930000,3.500000,56.080,8.200000,55.010000,7.100000,56.630000,5.900000
77,05/23/22 08:00:00 AM,55.950,56.130000,7.100000,54.270000,5.300000,3.500000,56.900000,4.700000,4.100000,6.500000,57.710000,56.320000,2.900000,56.770,8.200000,55.160000,7.100000,57.360000,5.900000
78,05/23/22 08:05:00 AM,56.380,56.090000,7.100000,54.660000,5.900000,3.500000,57.560000,4.100000,4.100000,6.500000,58.210000,56.550000,2.900000,56.810,8.200000,55.550000,7.100000,57.400000,5.900000
79,05/23/22 08:10:00 AM,56.860,56.630000,7.100000,54.620000,5.300000,3.500000,57.830000,4.700000,3.500000,6.500000,59.060000,56.900000,2.900000,57.330,7.600000,55.510000,7.100000,57.560000,5.900000
80,05/23/22 08:15:00 AM,56.560,56.740000,7.100000,54.740000,4.700000,3.500000,57.790000,4.100000,3.500000,6.500000,58.710000,57.630000,2.900000,57.680,8.200000,55.550000,6.500000,57.560000,5.900000
81,05/23/22 08:20:00 AM,56.860,57.320000,7.100000,54.970000,4.700000,3.500000,57.400000,4.100000,3.500000,5.900000,57.830000,57.250000,2.900000,57.760,7.600000,55.740000,6.500000,57.560000,5.300000
82,05/23/22 08:25:00 AM,57.380,56.900000,7.100000,55.050000,4.100000,2.900000,57.010000,3.500000,3.500000,5.900000,58.100000,57.090000,2.900000,57.380,7.600000,56.470000,6.500000,57.320000,5.300000
83,05/23/22 08:30:00 AM,56.510,56.400000,7.100000,55.240000,4.700000,2.900000,57.250000,3.500000,3.500000,5.900000,58.020000,56.780000,2.900000,57.200,7.600000,56.360000,6.500000,57.050000,5.300000
84,05/23/22 08:35:00 AM,57.070,57.010000,7.100000,55.010000,4.700000,3.500000,57.710000,3.500000,3.500000,5.900000,58.910000,56.780000,2.900000,57.290,7.600000,56.400000,5.900000,57.440000,5.300000
85,05/23/22 08:40:00 AM,56.900,57.520000,7.100000,55.080000,4.100000,2.900000,58.560000,3.500000,3.500000,5.900000,58.830000,57.670000,2.900000,58.110,7.600000,56.510000,5.900000,57.980000,5.300000
86,05/23/22 08:45:00 AM,57.120,57.790000,7.100000,55.510000,4.100000,2.900000,58.830000,3.500000,3.500000,5.900000,59.250000,57.790000,2.900000,58.710,7.600000,56.820000,5.900000,58.870000,5.300000
87,05/23/22 08:50:00 AM,57.510,57.900000,6.500000,55.660000,4.100000,2.900000,58.640000,3.500000,3.500000,5.900000,59.370000,57.320000,2.900000,57.590,7.600000,57.360000,5.900000,58.710000,5.300000
88,05/23/22 08:55:00 AM,57.850,57.670000,6.500000,56.010000,4.100000,2.900000,59.180000,3.500000,3.500000,5.900000,60.300000,57.440000,2.400000,57.550,7.600000,57.010000,5.900000,58.100000,5.300000
89,05/23/22 09:00:00 AM,57.940,58.440000,6.500000,56.130000,4.100000,2.900000,60.340000,3.500000,3.500000,5.900000,60.640000,57.790000,2.900000,57.850,7.600000,56.900000,5.300000,58.370000,5.300000
90,05/23/22 09:05:00 AM,58.020,58.560000,6.500000,56.130000,4.100000,2.900000,61.180000,3.500000,2.900000,5.900000,61.960000,57.900000,2.400000,58.240,7.600000,57.250000,5.900000,59.060000,5.300000
91,05/23/22 09:10:00 AM,57.940,58.130000,6.500000,56.400000,3.500000,2.900000,60.610000,3.500000,2.900000,5.900000,60.720000,57.980000,2.400000,58.410,7.600000,57.560000,5.300000,58.710000,5.300000
92,05/23/22 09:15:00 AM,57.890,58.440000,6.500000,56.360000,3.500000,2.900000,60.220000,3.500000,3.500000,5.900000,60.340000,57.750000,2.400000,58.240,7.600000,57.400000,5.300000,58.670000,5.300000
93,05/23/22 09:20:00 AM,58.070,58.210000,6.500000,56.710000,3.500000,2.900000,60.300000,3.500000,3.500000,5.900000,60.300000,58.250000,2.900000,59.060,7.600000,57.710000,5.300000,59.220000,5.300000
94,05/23/22 09:25:00 AM,58.540,58.790000,6.500000,57.250000,3.500000,2.900000,61.340000,3.500000,3.500000,5.900000,61.380000,58.600000,2.900000,58.930,7.600000,58.100000,5.300000,59.330000,5.300000
95,05/23/22 09:30:00 AM,58.710,59.060000,6.500000,57.900000,3.500000,2.900000,61.720000,3.500000,2.900000,5.900000,60.760000,58.400000,2.400000,58.710,7.600000,58.250000,5.900000,59.600000,5.300000
96,05/23/22 09:35:00 AM,59.100,58.790000,6.500000,58.020000,3.500000,2.900000,60.370000,3.500000,2.900000,5.900000,60.840000,58.710000,2.400000,59.140,7.600000,58.250000,5.300000,59.720000,5.300000
97,05/23/22 09:40:00 AM,59.400,59.330000,6.500000,58.750000,3.500000,2.900000,60.840000,3.500000,2.900000,5.900000,61.840000,59.450000,2.400000,59.790,7.100000,58.560000,5.300000,60.140000,5.300000
98,05/23/22 09:45:00 AM,59.740,58.980000,6.500000,59.640000,2.900000,2.900000,61.570000,3.500000,2.900000,5.900000,61.880000,59.020000,2.900000,59.440,7.600000,58.710000,5.300000,60.030000,5.300000
99,05/23/22 09:50:00 AM,60.130,59.640000,6.500000,59.830000,2.900000,2.900000,61.110000,3.500000,3.500000,5.900000,61.610000,59.180000,2.400000,59.830,7.600000,59.640000,5.300000,60.640000,4.700000
100,05/23/22 09:55:00 AM,59.700,60.100000,6.500000,60.570000,2.900000,2.900000,61.490000,3.500000,2.900000,5.900000,62.570000,59.600000,2.400000,60.900,7.100000,59.330000,5.300000,60.950000,4.700000
101,05/23/22 10:00:00 AM,59.920,60.060000,6.500000,61.150000,2.900000,2.900000,61.220000,3.500000,2.900000,5.900000,62.300000,59.520000,2.400000,59.830,7.600000,59.410000,5.300000,60.610000,4.700000
102,05/23/22 10:05:00 AM,60.000,60.340000,6.500000,61.220000,2.900000,2.900000,61.760000,3.500000,2.900000,5.900000,63.190000,60.260000,2.400000,61.080,7.600000,59.330000,5.300000,61.380000,4.700000
103,05/23/22 10:10:00 AM,60.950,60.680000,6.500000,61.570000,2.900000,2.900000,62.650000,3.500000,2.900000,5.300000,63.730000,60.340000,2.400000,60.820,7.600000,59.950000,5.300000,61.260000,4.700000
104,05/23/22 10:15:00 AM,60.730,61.340000,6.500000,62.030000,2.900000,2.900000,62.380000,3.500000,2.900000,5.300000,63.420000,60.640000,2.400000,60.900,7.100000,60.060000,5.300000,61.450000,4.700000
105,05/23/22 10:20:00 AM,62.020,60.450000,6.500000,62.730000,2.900000,2.900000,63.890000,3.500000,2.900000,5.900000,63.390000,60.800000,2.400000,61.120,7.600000,60.530000,5.300000,60.910000,4.700000
106,05/23/22 10:25:00 AM,61.630,61.070000,6.500000,62.690000,2.900000,2.900000,63.040000,3.500000,2.900000,5.300000,63.810000,61.150000,2.400000,61.420,7.600000,61.340000,5.300000,60.800000,4.700000
107,05/23/22 10:30:00 AM,61.080,61.260000,6.500000,63.230000,2.900000,2.400000,63.310000,2.900000,2.900000,5.300000,63.420000,61.530000,2.400000,61.380,7.600000,60.760000,5.300000,62.000000,4.700000
108,05/23/22 10:35:00 AM,61.630,62.270000,6.500000,63.110000,2.900000,2.400000,63.420000,3.500000,2.900000,5.300000,63.770000,60.610000,2.400000,61.460,7.100000,60.910000,5.300000,62.190000,4.700000
109,05/23/22 10:40:00 AM,61.420,61.380000,6.500000,62.650000,2.900000,2.400000,63.350000,3.500000,2.900000,5.300000,64.120000,60.880000,2.400000,61.380,7.100000,60.530000,5.300000,62.070000,4.700000
