date,temp,wetness,rain
05/01/22 08:05:00 AM,42.16,4.1,0
05/01/22 08:10:00 AM,42.85,4.1,0
05/01/22 08:15:00 AM,41.09,4.1,0
05/01/22 08:20:00 AM,41.74,4.1,0
05/01/22 08:25:00 AM,42.75,4.1,0
05/01/22 08:30:00 AM,40.58,4.1,0
05/01/22 08:35:00 AM,38.84,4.1,0
05/01/22 08:40:00 AM,38.18,4.1,0
05/01/22 08:45:00 AM,38.56,4.7,0
05/01/22 08:50:00 AM,39.12,4.1,0
05/01/22 08:55:00 AM,38.56,4.7,0
05/01/22 09:00:00 AM,38.51,4.7,0
05/01/22 09:05:00 AM,39.64,4.7,0
05/01/22 09:10:00 AM,40.44,4.1,0
05/01/22 09:15:00 AM,39.5,4.7,0
05/01/22 09:20:00 AM,40.25,4.1,0
05/01/22 09:25:00 AM,40.63,4.7,0
05/01/22 09:30:00 AM,39.64,4.1,0
05/01/22 09:35:00 AM,39.55,4.7,0
05/01/22 09:40:00 AM,38.56,4.1,0
05/01/22 09:45:00 AM,38.56,4.7,0
05/01/22 09:50:00 AM,38.56,4.7,0
05/01/22 09:55:00 AM,39.03,4.7,0
05/01/22 10:00:00 AM,38.7,4.7,0
05/01/22 10:05:00 AM,38.51,4.7,0
05/01/22 10:10:00 AM,38.89,4.7,0
05/01/22 10:15:00 AM,38.61,4.7,0
05/01/22 10:20:00 AM,39.22,4.7,0
05/01/22 10:25:00 AM,41.46,4.7,0
05/01/22 10:30:00 AM,41.32,4.7,0
05/01/22 10:35:00 AM,40.25,4.7,0
05/01/22 10:40:00 AM,38.75,4.7,0
05/01/22 10:45:00 AM,38.94,4.7,0
05/01/22 10:50:00 AM,39.6,4.7,0
05/01/22 10:55:00 AM,39.74,4.7,0
05/01/22 11:00:00 AM,41.32,4.7,0
05/01/22 11:05:00 AM,42.71,4.7,0
05/01/22 11:10:00 AM,43.35,4.7,0
05/01/22 11:15:00 AM,43.3,4.7,0
05/01/22 11:20:00 AM,42.39,4.7,0
05/01/22 11:25:00 AM,42.2,4.7,0
05/01/22 11:30:00 AM,42.16,4.7,0
05/01/22 11:35:00 AM,42.48,4.7,0
05/01/22 11:40:00 AM,43.72,4.7,0
05/01/22 11:45:00 AM,44.72,4.7,0
05/01/22 11:50:00 AM,45.49,4.7,0
05/01/22 11:55:00 AM,46.57,4.7,0
05/01/22 12:00:00 PM,46.8,4.7,0
05/01/22 12:05:00 PM,48.14,4.7,0
05/01/22 12:10:00 PM,48.05,4.7,0
05/01/22 12:15:00 PM,48.27,4.7,0
05/01/22 12:20:00 PM,49.52,4.7,0
05/01/22 12:25:00 PM,49.38,4.7,0
05/01/22 12:30:00 PM,49.52,4.7,0
05/01/22 12:35:00 PM,49.65,4.7,0
05/01/22 12:40:00 PM,49.16,8.2,0
05/01/22 12:45:00 PM,50.36,4.7,0
05/01/22 12:50:00 PM,51.15,4.7,0
05/01/22 12:55:00 PM,52.95,4.7,0
05/01/22 01:00:00 PM,52.51,4.7,0
05/01/22 01:05:00 PM,51.76,4.7,0
05/01/22 01:10:00 PM,52.82,4.7,0
05/01/22 01:15:00 PM,52.64,4.7,0
05/01/22 01:20:00 PM,53.03,4.7,0
05/01/22 01:25:00 PM,52.73,4.7,0
05/01/22 01:30:00 PM,53.21,4.7,0
05/01/22 01:35:00 PM,53.34,4.7,0
05/01/22 01:40:00 PM,53.69,4.7,0
05/01/22 01:45:00 PM,54.08,4.7,0
05/01/22 01:50:00 PM,54.08,4.7,0
05/01/22 01:55:00 PM,54.82,4.7,0
05/01/22 02:00:00 PM,54.86,4.7,0
05/01/22 02:05:00 PM,55.08,4.7,0
05/01/22 02:10:00 PM,55.78,4.7,0
05/01/22 02:15:00 PM,57.16,4.7,0
05/01/22 02:20:00 PM,56.21,4.7,0
05/01/22 02:25:00 PM,56.64,4.7,0
05/01/22 02:30:00 PM,56.9,4.7,0
05/01/22 02:35:00 PM,57.29,4.7,0
05/01/22 02:40:00 PM,57.81,4.7,0
05/01/22 02:45:00 PM,58.2,4.7,0
05/01/22 02:50:00 PM,57.68,4.7,0
05/01/22 02:55:00 PM,58.11,4.7,0
05/01/22 03:00:00 PM,59.01,4.7,0
05/01/22 03:05:00 PM,59.01,4.7,0
05/01/22 03:10:00 PM,59.66,4.7,0
05/01/22 03:15:00 PM,59.19,4.7,0
05/01/22 03:20:00 PM,59.36,4.7,0
05/01/22 03:25:00 PM,59.83,5.3,0
05/01/22 03:30:00 PM,59.79,4.7,0
05/01/22 03:35:00 PM,60.05,4.7,0
05/01/22 03:40:00 PM,60.86,4.7,0
05/01/22 03:45:00 PM,60.73,5.3,0
05/01/22 03:50:00 PM,60.56,4.7,0
05/01/22 03:55:00 PM,60.22,4.7,0
05/01/22 04:00:00 PM,61.29,5.3,0
05/01/22 04:05:00 PM,60.82,4.7,0
05/01/22 04:10:00 PM,61.98,5.3,0
05/01/22 04:15:00 PM,62.23,5.3,0
05/01/22 04:20:00 PM,62.15,5.3,0
05/01/22 04:25:00 PM,62.19,5.3,0
05/01/22 04:30:00 PM,61.85,5.3,0
05/01/22 04:35:00 PM,63.18,4.7,0
05/01/22 04:40:00 PM,64.25,5.3,0
05/01/22 04:45:00 PM,62.53,5.3,0
05/01/22 04:50:00 PM,62.96,5.3,0
05/01/22 04:55:00 PM,64.46,5.3,0
05/01/22 05:00:00 PM,63.6,5.3,0
05/01/22 05:05:00 PM,63.9,5.3,0
05/01/22 05:10:00 PM,63.26,5.3,0
05/01/22 05:15:00 PM,63.86,5.3,0
05/01/22 05:20:00 PM,64.2,5.3,0
05/01/22 05:25:00 PM,64.16,5.3,0
05/01/22 05:30:00 PM,63.95,5.3,0
05/01/22 05:35:00 PM,63.9,5.3,0
05/01/22 05:40:00 PM,64.25,4.7,0
05/01/22 05:45:00 PM,64.67,5.3,0
05/01/22 05:50:00 PM,65.36,5.3,0
05/01/22 05:55:00 PM,65.83,5.3,0
05/01/22 06:00:00 PM,66,5.3,0
05/01/22 06:05:00 PM,66.34,5.3,0
05/01/22 06:10:00 PM,65.87,5.3,0
05/01/22 06:15:00 PM,65.57,5.3,0
05/01/22 06:20:00 PM,66,5.3,0
05/01/22 06:25:00 PM,66,5.3,0
05/01/22 06:30:00 PM,66,5.3,0
05/01/22 06:35:00 PM,67.11,5.3,0
05/01/22 06:40:00 PM,66.13,5.3,0
05/01/22 06:45:00 PM,67.5,5.3,0
05/01/22 06:50:00 PM,66.86,5.3,0
05/01/22 06:55:00 PM,66.64,5.3,0
05/01/22 07:00:00 PM,67.37,5.3,0
05/01/22 07:05:00 PM,66.73,5.3,0
05/01/22 07:10:00 PM,66.73,5.3,0
05/01/22 07:15:00 PM,67.11,5.3,0
05/01/22 07:20:00 PM,66.77,5.3,0
05/01/22 07:25:00 PM,66.43,4.7,0
05/01/22 07:30:00 PM,67.33,4.7,0
05/01/22 07:35:00 PM,67.63,4.7,0
05/01/22 07:40:00 PM,67.24,4.7,0
05/01/22 07:45:00 PM,66.26,4.7,0
05/01/22 07:50:00 PM,66.34,4.7,0
05/01/22 07:55:00 PM,67.29,4.7,0
05/01/22 08:00:00 PM,67.5,4.7,0
05/01/22 08:05:00 PM,66.99,4.7,0
05/01/22 08:10:00 PM,66.51,4.7,0
05/01/22 08:15:00 PM,66.77,4.7,0
05/01/22 08:20:00 PM,67.2,4.7,0
05/01/22 08:25:00 PM,67.37,4.7,0
05/01/22 08:30:00 PM,67.2,4.7,0
05/01/22 08:35:00 PM,68.83,4.7,0
05/01/22 08:40:00 PM,68.14,4.7,0
05/01/22 08:45:00 PM,68.74,4.7,0
05/01/22 08:50:00 PM,68.91,4.7,0
05/01/22 08:55:00 PM,69,4.7,0
05/01/22 09:00:00 PM,68.96,4.7,0
05/01/22 09:05:00 PM,68.96,4.7,0
05/01/22 09:10:00 PM,66.56,4.7,0
05/01/22 09:15:00 PM,66.13,4.7,0
05/01/22 09:20:00 PM,66.13,4.7,0
05/01/22 09:25:00 PM,66.64,4.7,0
05/01/22 09:30:00 PM,66.73,4.7,0
05/01/22 09:35:00 PM,66.77,4.7,0
05/01/22 09:40:00 PM,66.47,4.7,0
05/01/22 09:45:00 PM,66.34,4.7,0
05/01/22 09:50:00 PM,66.3,4.7,0
05/01/22 09:55:00 PM,66.39,4.7,0
05/01/22 10:00:00 PM,66.26,4.7,0
05/01/22 10:05:00 PM,66.17,4.7,0
05/01/22 10:10:00 PM,65.87,4.7,0
05/01/22 10:15:00 PM,65.53,4.7,0
05/01/22 10:20:00 PM,65.36,4.7,0
05/01/22 10:25:00 PM,65.53,4.7,0
05/01/22 10:30:00 PM,65.4,4.7,0
05/01/22 10:35:00 PM,64.72,4.7,0
05/01/22 10:40:00 PM,64.16,4.7,0
05/01/22 10:45:00 PM,63.73,4.1,0
05/01/22 10:50:00 PM,63.48,4.1,0
05/01/22 10:55:00 PM,63.09,4.1,0
05/01/22 11:00:00 PM,62.96,4.7,0
05/01/22 11:05:00 PM,62.23,4.1,0
05/01/22 11:10:00 PM,61.93,4.1,0
05/01/22 11:15:00 PM,61.85,4.1,0
05/01/22 11:20:00 PM,61.85,4.1,0
05/01/22 11:25:00 PM,61.76,4.1,0
05/01/22 11:30:00 PM,61.08,4.1,0
05/01/22 11:35:00 PM,60.73,4.1,0
05/01/22 11:40:00 PM,60.6,4.1,0
05/01/22 11:45:00 PM,60.39,4.1,0
05/01/22 11:50:00 PM,59.87,4.1,0
05/01/22 11:55:00 PM,59.74,4.1,0
05/02/22 12:00:00 AM,59.31,4.1,0
05/02/22 12:05:00 AM,59.66,4.1,0
05/02/22 12:10:00 AM,59.31,4.1,0
05/02/22 12:15:00 AM,59.36,4.1,0
05/02/22 12:20:00 AM,60.05,4.1,0
05/02/22 12:25:00 AM,59.79,4.1,0
05/02/22 12:30:00 AM,59.79,4.1,0
05/02/22 12:35:00 AM,59.44,4.1,0
05/02/22 12:40:00 AM,58.76,4.1,0
05/02/22 12:45:00 AM,58.45,4.1,0
05/02/22 12:50:00 AM,58.45,4.1,0
05/02/22 12:55:00 AM,58.28,4.1,0
05/02/22 01:00:00 AM,58.02,4.1,0
05/02/22 01:05:00 AM,57.55,4.1,0
05/02/22 01:10:00 AM,57.42,4.1,0
05/02/22 01:15:00 AM,57.51,4.1,0
05/02/22 01:20:00 AM,57.72,4.1,0
05/02/22 01:25:00 AM,57.2,4.1,0
05/02/22 01:30:00 AM,56.81,4.1,0
05/02/22 01:35:00 AM,56.43,4.1,0
05/02/22 01:40:00 AM,56.43,4.1,0
05/02/22 01:45:00 AM,56.34,4.1,0
05/02/22 01:50:00 AM,55.82,4.1,0
05/02/22 01:55:00 AM,55.6,4.1,0
05/02/22 02:00:00 AM,55.26,4.1,0
05/02/22 02:05:00 AM,55.08,4.1,0
05/02/22 02:10:00 AM,55.69,4.1,0
05/02/22 02:15:00 AM,55.6,4.1,0
05/02/22 02:20:00 AM,54.86,4.1,0
05/02/22 02:25:00 AM,55.39,4.1,0
05/02/22 02:30:00 AM,55.43,4.1,0
05/02/22 02:35:00 AM,54.95,4.1,0
05/02/22 02:40:00 AM,54.52,4.1,0
05/02/22 02:45:00 AM,54.78,4.1,0
05/02/22 02:50:00 AM,54.56,4.1,0
05/02/22 02:55:00 AM,54.08,4.1,0
05/02/22 03:00:00 AM,53.65,4.1,0
05/02/22 03:05:00 AM,53.78,4.1,0
05/02/22 03:10:00 AM,53.91,4.1,0
05/02/22 03:15:00 AM,53.21,4.1,0
05/02/22 03:20:00 AM,53.6,4.1,0
05/02/22 03:25:00 AM,53.3,4.1,0
05/02/22 03:30:00 AM,53.25,4.1,0
05/02/22 03:35:00 AM,52.86,4.1,0
05/02/22 03:40:00 AM,52.25,4.1,0
05/02/22 03:45:00 AM,51.85,4.1,0
05/02/22 03:50:00 AM,51.81,4.1,0
05/02/22 03:55:00 AM,51.72,4.1,0
05/02/22 04:00:00 AM,52.33,4.1,0
05/02/22 04:05:00 AM,52.95,4.1,0
05/02/22 04:10:00 AM,52.47,4.1,0
05/02/22 04:15:00 AM,52.2,4.1,0
05/02/22 04:20:00 AM,51.94,4.1,0
05/02/22 04:25:00 AM,51.33,4.1,0
05/02/22 04:30:00 AM,51.24,4.1,0
05/02/22 04:35:00 AM,50.84,4.1,0
05/02/22 04:40:00 AM,51.11,4.1,0
05/02/22 04:45:00 AM,50.97,4.1,0
05/02/22 04:50:00 AM,50.75,4.1,0
05/02/22 04:55:00 AM,50.8,4.1,0
05/02/22 05:00:00 AM,50.62,4.1,0
05/02/22 05:05:00 AM,51.33,4.1,0
05/02/22 05:10:00 AM,51.15,4.1,0
05/02/22 05:15:00 AM,51.41,4.1,0
05/02/22 05:20:00 AM,50.75,4.1,0
05/02/22 05:25:00 AM,50.36,4.1,0
05/02/22 05:30:00 AM,49.91,4.1,0
05/02/22 05:35:00 AM,49.96,3.5,0
05/02/22 05:40:00 AM,49.83,4.1,0
05/02/22 05:45:00 AM,49.78,4.1,0
05/02/22 05:50:00 AM,49.78,4.1,0
05/02/22 05:55:00 AM,49.78,4.1,0
05/02/22 06:00:00 AM,49.29,4.1,0
05/02/22 06:05:00 AM,49.87,3.5,0
05/02/22 06:10:00 AM,49.56,4.1,0
05/02/22 06:15:00 AM,49.12,4.1,0
05/02/22 06:20:00 AM,49.38,4.1,0
05/02/22 06:25:00 AM,49.21,4.1,0
05/02/22 06:30:00 AM,49.29,4.1,0
05/02/22 06:35:00 AM,49.07,4.1,0
05/02/22 06:40:00 AM,48.85,4.1,0
05/02/22 06:45:00 AM,48.58,3.5,0
05/02/22 06:50:00 AM,48.72,4.1,0
05/02/22 06:55:00 AM,48.54,4.1,0
05/02/22 07:00:00 AM,48.54,3.5,0
05/02/22 07:05:00 AM,48.58,4.1,0
05/02/22 07:10:00 AM,48.85,4.1,0
05/02/22 07:15:00 AM,49.21,4.1,0
05/02/22 07:20:00 AM,48.94,3.5,0
05/02/22 07:25:00 AM,49.07,4.1,0
05/02/22 07:30:00 AM,49.07,4.1,0
05/02/22 07:35:00 AM,49.03,4.1,0
05/02/22 07:40:00 AM,48.81,4.1,0
05/02/22 07:45:00 AM,49.07,4.1,0
05/02/22 07:50:00 AM,48.85,4.1,0
05/02/22 07:55:00 AM,48.49,4.1,0
05/02/22 08:00:00 AM,48.81,4.1,0
05/02/22 08:05:00 AM,48.72,4.1,0
05/02/22 08:10:00 AM,48.81,4.1,0
05/02/22 08:15:00 AM,48.54,4.1,0
05/02/22 08:20:00 AM,47.87,4.1,0
05/02/22 08:25:00 AM,48,4.1,0
05/02/22 08:30:00 AM,47.91,4.1,0
05/02/22 08:35:00 AM,47.38,4.1,0
05/02/22 08:40:00 AM,47.42,4.1,0
05/02/22 08:45:00 AM,47.51,4.1,0
05/02/22 08:50:00 AM,47.91,4.1,0
05/02/22 08:55:00 AM,48.54,4.1,0
05/02/22 09:00:00 AM,48.41,4.1,0
05/02/22 09:05:00 AM,48.89,4.1,0
05/02/22 09:10:00 AM,48.63,4.1,0
05/02/22 09:15:00 AM,48.98,4.1,0
05/02/22 09:20:00 AM,48.49,4.1,0
05/02/22 09:25:00 AM,48,4.1,0
05/02/22 09:30:00 AM,48,4.1,0
05/02/22 09:35:00 AM,47.91,4.1,0
05/02/22 09:40:00 AM,48,4.1,0
05/02/22 09:45:00 AM,48.32,4.1,0
05/02/22 09:50:00 AM,48.27,4.1,0
05/02/22 09:55:00 AM,47.87,4.1,0
05/02/22 10:00:00 AM,47.83,4.1,0
05/02/22 10:05:00 AM,47.78,4.1,0
05/02/22 10:10:00 AM,47.83,4.1,0
05/02/22 10:15:00 AM,47.69,4.1,0
05/02/22 10:20:00 AM,47.65,4.1,0
05/02/22 10:25:00 AM,47.87,4.1,0
05/02/22 10:30:00 AM,47.83,4.1,0
05/02/22 10:35:00 AM,47.87,4.1,0
05/02/22 10:40:00 AM,47.83,4.1,0
05/02/22 10:45:00 AM,47.87,4.1,0
05/02/22 10:50:00 AM,47.96,4.1,0
05/02/22 10:55:00 AM,47.96,4.1,0
05/02/22 11:00:00 AM,47.91,4.7,0
05/02/22 11:05:00 AM,47.96,4.1,0
05/02/22 11:10:00 AM,47.87,4.1,0
05/02/22 11:15:00 AM,47.78,4.1,0
05/02/22 11:20:00 AM,47.74,4.1,0
05/02/22 11:25:00 AM,47.65,4.1,0
05/02/22 11:30:00 AM,47.6,4.1,0
05/02/22 11:35:00 AM,47.6,4.1,0
05/02/22 11:40:00 AM,47.69,4.7,0
05/02/22 11:45:00 AM,47.74,4.1,0
05/02/22 11:50:00 AM,47.83,4.1,0
05/02/22 11:55:00 AM,47.74,4.1,0
05/02/22 12:00:00 PM,47.69,4.1,0
05/02/22 12:05:00 PM,47.83,4.1,0
05/02/22 12:10:00 PM,47.69,4.1,0
05/02/22 12:15:00 PM,47.65,4.1,0
05/02/22 12:20:00 PM,47.69,4.1,0
05/02/22 12:25:00 PM,47.74,4.7,0
05/02/22 12:30:00 PM,47.91,4.1,0
05/02/22 12:35:00 PM,47.91,4.7,0
05/02/22 12:40:00 PM,48.14,4.1,0
05/02/22 12:45:00 PM,48.23,4.7,0
05/02/22 12:50:00 PM,48.72,4.7,0
05/02/22 12:55:00 PM,48.67,4.1,0
05/02/22 01:00:00 PM,49.03,4.7,0
05/02/22 01:05:00 PM,49.16,4.7,0
05/02/22 01:10:00 PM,49.34,4.1,0
05/02/22 01:15:00 PM,49.6,4.7,0
05/02/22 01:20:00 PM,50,4.7,0
05/02/22 01:25:00 PM,50.75,4.7,0
05/02/22 01:30:00 PM,50.49,4.7,0
05/02/22 01:35:00 PM,51.06,4.7,0
05/02/22 01:40:00 PM,51.19,4.7,0
05/02/22 01:45:00 PM,51.11,4.7,0
05/02/22 01:50:00 PM,51.55,4.7,0
05/02/22 01:55:00 PM,51.37,4.7,0
05/02/22 02:00:00 PM,51.76,4.7,0
05/02/22 02:05:00 PM,52.47,4.7,0
05/02/22 02:10:00 PM,52.9,4.7,0
05/02/22 02:15:00 PM,52.73,4.7,0
05/02/22 02:20:00 PM,53.12,4.7,0
05/02/22 02:25:00 PM,53.52,4.7,0
05/02/22 02:30:00 PM,54.26,4.7,0
05/02/22 02:35:00 PM,53.6,4.7,0
05/02/22 02:40:00 PM,53.38,4.7,0
05/02/22 02:45:00 PM,53.21,4.7,0
05/02/22 02:50:00 PM,53.21,4.7,0
05/02/22 02:55:00 PM,52.77,4.7,0
05/02/22 03:00:00 PM,52.55,4.7,0
05/02/22 03:05:00 PM,53.25,4.7,0
05/02/22 03:10:00 PM,53.69,4.7,0
05/02/22 03:15:00 PM,54.26,4.7,0
05/02/22 03:20:00 PM,54.3,4.7,0
05/02/22 03:25:00 PM,54.78,4.7,0
05/02/22 03:30:00 PM,54.91,4.7,0
05/02/22 03:35:00 PM,54.65,4.7,0
05/02/22 03:40:00 PM,54.6,4.7,0
05/02/22 03:45:00 PM,54.26,4.7,0
05/02/22 03:50:00 PM,54.3,4.7,0
05/02/22 03:55:00 PM,54.34,4.7,0
05/02/22 04:00:00 PM,54.56,7.1,0
05/02/22 04:05:00 PM,54.26,4.7,0
05/02/22 04:10:00 PM,54.56,4.7,0
05/02/22 04:15:00 PM,54.47,4.7,0
05/02/22 04:20:00 PM,54.43,4.7,0
05/02/22 04:25:00 PM,54.73,4.7,0
05/02/22 04:30:00 PM,54.6,4.7,0
05/02/22 04:35:00 PM,54.52,4.7,0
05/02/22 04:40:00 PM,54.99,4.7,0
05/02/22 04:45:00 PM,55.08,4.7,0
05/02/22 04:50:00 PM,55.6,4.7,0
05/02/22 04:55:00 PM,55.56,4.7,0
05/02/22 05:00:00 PM,55.34,4.7,0
05/02/22 05:05:00 PM,55.21,4.7,0
05/02/22 05:10:00 PM,54.95,4.7,0
05/02/22 05:15:00 PM,54.95,4.7,0
05/02/22 05:20:00 PM,55.04,4.7,0
05/02/22 05:25:00 PM,55.17,4.7,0
05/02/22 05:30:00 PM,55.17,4.7,0
05/02/22 05:35:00 PM,54.65,4.7,0
05/02/22 05:40:00 PM,54.78,4.7,0
05/02/22 05:45:00 PM,54.95,4.7,0
05/02/22 05:50:00 PM,54.86,4.7,0
05/02/22 05:55:00 PM,54.69,4.7,0
05/02/22 06:00:00 PM,54.99,4.7,0
05/02/22 06:05:00 PM,55.17,4.7,0
05/02/22 06:10:00 PM,55.47,4.7,0
05/02/22 06:15:00 PM,55.39,4.7,0
05/02/22 06:20:00 PM,55.6,4.7,0
05/02/22 06:25:00 PM,55.6,4.7,0
05/02/22 06:30:00 PM,55.82,4.7,0
05/02/22 06:35:00 PM,56.21,4.7,0
05/02/22 06:40:00 PM,55.86,4.7,0
05/02/22 06:45:00 PM,55.91,4.7,0
05/02/22 06:50:00 PM,55.82,4.7,0
05/02/22 06:55:00 PM,55.65,4.7,0
05/02/22 07:00:00 PM,55.47,4.7,0
05/02/22 07:05:00 PM,55.65,4.7,0
05/02/22 07:10:00 PM,55.47,4.7,0
05/02/22 07:15:00 PM,55.47,4.7,0
05/02/22 07:20:00 PM,55.3,18.2,0
05/02/22 07:25:00 PM,55.17,10,0
05/02/22 07:30:00 PM,54.86,4.7,0
05/02/22 07:35:00 PM,54.69,4.7,0
05/02/22 07:40:00 PM,54.82,4.7,0
05/02/22 07:45:00 PM,55.26,4.7,0
05/02/22 07:50:00 PM,55.3,4.7,0
05/02/22 07:55:00 PM,55.52,4.7,0
05/02/22 08:00:00 PM,55.34,4.7,0
05/02/22 08:05:00 PM,54.99,4.7,0
05/02/22 08:10:00 PM,55.17,4.7,0
05/02/22 08:15:00 PM,55.08,4.7,0
05/02/22 08:20:00 PM,54.6,4.7,0
05/02/22 08:25:00 PM,54.73,4.7,0
05/02/22 08:30:00 PM,54.6,4.7,0
05/02/22 08:35:00 PM,54.56,4.7,0
05/02/22 08:40:00 PM,54.52,4.7,0
05/02/22 08:45:00 PM,54.26,4.7,0
05/02/22 08:50:00 PM,54.56,4.7,0
05/02/22 08:55:00 PM,54.6,4.7,0
05/02/22 09:00:00 PM,54.47,4.7,0
05/02/22 09:05:00 PM,54.39,4.7,0
05/02/22 09:10:00 PM,54.3,4.7,0
05/02/22 09:15:00 PM,54.3,4.7,0
05/02/22 09:20:00 PM,54.08,4.7,0
05/02/22 09:25:00 PM,53.91,4.7,0
05/02/22 09:30:00 PM,53.86,4.7,0
05/02/22 09:35:00 PM,53.73,4.7,0
05/02/22 09:40:00 PM,53.95,4.7,0
05/02/22 09:45:00 PM,54.04,5.3,0
05/02/22 09:50:00 PM,53.86,4.7,0
05/02/22 09:55:00 PM,53.73,5.3,0
05/02/22 10:00:00 PM,53.52,4.7,0
05/02/22 10:05:00 PM,53.34,4.7,0
05/02/22 10:10:00 PM,53.21,4.7,0
05/02/22 10:15:00 PM,53.08,4.7,0
05/02/22 10:20:00 PM,52.9,6.5,0
05/02/22 10:25:00 PM,52.6,10,0
05/02/22 10:30:00 PM,52.29,6.5,0
05/02/22 10:35:00 PM,51.94,5.3,0
